Description,Chamber,Created date,Energy Policy Index,URL
Relating to the right of a property owner or the owner's agent to receive on request a copy of the information used to appraise the owner's property for ad valorem tax purposes.,House,2023-01-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01228I.HTM
Relating to the confidentiality of and discovery procedures relating to certain material regarding the protection or security of a witness; creating a criminal offense.,House,2023-01-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01230I.HTM
Relating to the collection and confidentiality of information regarding weapons in agency foster homes; creating a civil penalty.,House,2023-01-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01229I.HTM
Relating to consideration by insurers of certain criteria for ratemaking.,House,2023-01-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01239I.HTM
Relating to consideration of criminal history of applicants for public employment.,House,2023-01-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01215I.HTM
Relating to residential property insurance coverage of cosmetic damage to a metal roof.,House,2023-01-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01234I.HTM
Relating to the definition of emergency care for purposes of certain health benefit plans.,House,2023-01-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01236I.HTM
Relating to the regulation of raising or keeping six or fewer chickens by a political subdivision or property owners' association.,House,2023-01-06,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01191I.HTM
Congratulating the DeSoto High School football team on winning the 2022 UIL 6A Division 2 state championship.,House,2023-01-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00020I.HTM
Relating to the authority of a municipality to remove territory from an emergency services district following annexation.,House,2023-01-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01204I.HTM
Relating to the applicability of a county fire code and the authority of a county fire marshal in certain areas subject to another fire code or certain interlocal agreements.,House,2023-01-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01205I.HTM
Relating to a cost-of-living adjustment applicable to certain benefits paid by the Teacher Retirement System of Texas.,House,2023-01-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01201I.HTM
Relating to restitution payments for the support of a child whose parent or guardian is a victim of intoxication manslaughter.,House,2023-01-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01202I.HTM
Relating to the prosecution of the offense of cruelty to nonlivestock animals.,House,2023-01-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01203I.HTM
Proposing a constitutional amendment to authorize the legislature to limit the maximum appraised value of real property for ad valorem tax purposes.,House,2023-01-06,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00072I.HTM
Relating to a public awareness campaign to promote the proper attachment of trailers to certain motor vehicles.,House,2023-01-06,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01198I.HTM
Relating to the inclusion of certain information regarding trailers in vehicle accident reports.,House,2023-01-06,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01199I.HTM
Relating to the creation of a Texas Commission on Assessment and Accountability.,House,2022-12-12,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00977I.HTM
Relating to program accessibility for female inmates of the Texas Department of Criminal Justice.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00967I.HTM
Relating to the civil penalty for certain signs placed on the right-of-way of a public road.,House,2023-02-03,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01863I.HTM
Relating to a motion to overturn an executive director decision on an authorization to use a standard permit for certain concrete plants.,House,2022-11-18,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00759I.HTM
Relating to the prosecution of a capital murder committed against a peace officer or fireman.,House,2022-11-19,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00765I.HTM
Relating to the authority of a political subdivision to regulate the use or sale of gasoline-powered landscaping equipment.,House,2022-11-19,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00764I.HTM
Relating to prohibited practices by physicians.,House,2022-11-19,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00776I.HTM
Proposing a constitutional amendment authorizing the legislature to provide that the officials responsible for appraising property for ad valorem taxation in a county may exclude from consideration the value of new or substantially remodeled residential property when determining the market value of an older residence homestead located in or near a tax increment financing reinvestment zone.,House,2022-11-19,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00052I.HTM
Relating to eligibility requirements to obtain a pass for expedited access to the State Capitol.,House,2022-11-19,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00771I.HTM
Relating to the entry into the Texas Crime Information Center of certain information regarding conditions of bond for stalking offenses.,House,2022-11-19,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00767I.HTM
"Relating to prohibiting face covering mandates for public school students, prohibiting public schools from requiring students to provide documentation regarding certain vaccinations, and allowing public schools to screen students regarding certain infections.",House,2022-11-19,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00777I.HTM
Relating to the monthly amount of longevity pay for state employees.,House,2022-11-18,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00760I.HTM
Relating to a prohibition on the issuance of a warrant authorizing the use of a no-knock entry by a peace officer.,House,2022-11-18,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00762I.HTM
Suspending the constitutional order of business.,House,2022-11-18,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00013I.HTM
Relating to the administration of certain required assessment instruments.,House,2022-11-18,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00748I.HTM
Proposing a constitutional amendment authorizing the legislature to enact laws providing for a court to terminate the sentence of a person who has successfully served the required number of years on parole.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00011I.HTM
Relating to the issuance of Coast Guard Lifesaving Medal specialty license plates.,House,2022-11-18,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00751I.HTM
Proposing a constitutional amendment to increase the minimum amount that the state may contribute to the Employees Retirement System of Texas and the Teacher Retirement System of Texas.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00005I.HTM
Relating to removing criminal penalties for the possession of drug paraphernalia under the Texas Controlled Substances Act.,House,2022-11-18,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00753I.HTM
Relating to the deferral or abatement of the collection of ad valorem taxes on an appreciating residence homestead.,House,2022-11-17,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00740I.HTM
Proposing a constitutional amendment allowing the legislature to establish a special district to be the seat of state government.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00050I.HTM
Relating to the deadline to request a contested case hearing on an authorization to use a standard permit for a concrete plant.,House,2022-11-18,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00758I.HTM
Relating to the disposition by a public junior college library of certain library materials.,House,2022-11-18,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00750I.HTM
Relating to telephone access for certain health benefit plan verifications and preauthorization requests and for utilization review requests.,House,2022-11-18,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00756I.HTM
Relating to the authority of a political subdivision to regulate the use or sale of gasoline-powered landscaping equipment.,House,2022-11-18,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00744I.HTM
Relating to preauthorization of certain benefits by certain health benefit plan issuers.,House,2022-11-18,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00757I.HTM
"Proposing a constitutional amendment establishing an independent redistricting commission to establish districts for the election of the members of the United States House of Representatives elected from this state, the Texas Senate, and the Texas House of Representatives.",House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00015I.HTM
Relating to a change of name and sex for certain persons and the issuance of associated birth records and documentation; authorizing a fee.,House,2022-11-18,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00752I.HTM
Proposing a constitutional amendment to appropriate money from the general revenue fund to the foundation school fund and use the money to finance a temporary increase in the amount of the exemption of residence homesteads from ad valorem taxation by a school district and a temporary reduction in the amount of the limitation on school district ad valorem taxes imposed on the residence homesteads of the elderly or disabled to reflect the increased exemption amount.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00044I.HTM
Relating to a study on mold contamination in housing developments supported by financial assistance administered by the Texas Department of Housing and Community Affairs.,House,2022-11-18,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00754I.HTM
Relating to state agency reports submitted to the legislature.,House,2022-11-18,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00749I.HTM
Relating to an exemption from ad valorem taxation of property owned by a charitable organization and used to provide child-care services.,House,2022-11-17,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00741I.HTM
Relating to prior authorization for prescription drug benefits related to the treatment of chronic and autoimmune diseases.,House,2022-11-18,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00755I.HTM
Relating to the compensation of an election judge or clerk.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00703I.HTM
Relating to the ad valorem tax appraisal of an older residence homestead located in or near a tax increment financing reinvestment zone.,House,2022-11-19,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00774I.HTM
Relating to the location of certain public meetings for certain permits issued by the Texas Commission on Environmental Quality.,House,2022-11-19,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00766I.HTM
Relating to the use of personal leave during school holidays by school district employees.,House,2022-11-19,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00768I.HTM
Relating to benefits paid by the Teacher Retirement System of Texas.,House,2022-11-19,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00775I.HTM
Proposing a constitutional amendment to limit the legislature's ability to pass laws prohibiting access to abortion care.,House,2022-11-29,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00056I.HTM
Relating to reporting and investigating certain cases of child abuse or neglect involving a pregnant person's use of a controlled substance.,House,2022-11-29,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00811I.HTM
Relating to a study on the impact of the use of administrative segregation on inmates of the Texas Department of Criminal Justice.,House,2022-11-29,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00813I.HTM
Relating to the creation and maintenance by an appraisal district of a publicly available Internet database of information regarding protest hearings conducted by the appraisal review board established for the district.,House,2022-11-28,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00796I.HTM
Relating to the confidentiality of juvenile justice information.,House,2022-11-29,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00804I.HTM
Relating to immunization requirements.,House,2022-11-29,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00807I.HTM
Relating to requiring safety vestibules on public school campuses.,House,2022-11-29,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00801I.HTM
"Relating to the imposition of consecutive sentences for more than one criminal offense of injury to a child, elderly individual, or disabled individual arising out of the same criminal episode.",House,2022-11-29,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00802I.HTM
Relating to a study regarding the placement of rumble strips on highway shoulders.,House,2022-11-29,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00806I.HTM
Relating to the use of a high occupancy vehicle lane to pass certain vehicles.,House,2022-11-29,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00805I.HTM
Relating to crime victims' compensation for certain relocation and  housing rental expenses.,House,2022-11-28,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00798I.HTM
Relating to a prohibition on the receipt of tax incentives by business entities that assist employees to obtain abortions.,House,2022-11-23,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00787I.HTM
Relating to a task force to study access to legal services for persons with disabilities.,House,2022-11-23,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00788I.HTM
Relating to the selection and reimbursement of certain persons providing services required under a service plan filed by the Department of Family and Protective Services.,House,2022-11-23,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00793I.HTM
"Relating to eligibility to be a candidate for, or elected or appointed to, a public elective office in this state.",House,2022-11-23,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00789I.HTM
Relating to the presence of a spiritual leader during the execution of a person.,House,2022-11-23,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00792I.HTM
Proposing a constitutional amendment requiring payment of child support to be eligible to hold certain public elective offices.,House,2022-11-23,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00054I.HTM
Relating to state agency review of adopted rules.,House,2022-11-23,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00791I.HTM
Relating to a report by the Texas Department of Criminal Justice on dyslexia and illiteracy among inmates.,House,2022-11-23,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00786I.HTM
Relating to the delegation of certain authority of a county judge or commissioners court in certain counties.,House,2022-11-22,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00784I.HTM
Relating to authority of a court to reduce or modify a defendant's sentence.,House,2022-11-22,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00782I.HTM
Relating to the issuance of certain warrants by statutory county court judges.,House,2022-11-22,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00779I.HTM
Proposing a constitutional amendment authorizing the legislature to enact laws providing for a district court to reduce or modify a sentence imposing a term of imprisonment for a person who has served not less than 10 years of the term.,House,2022-11-22,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00053I.HTM
Relating to prohibiting the transfer of firearms other than handguns to certain recipients; creating a criminal offense; increasing a criminal penalty.,House,2022-11-22,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00781I.HTM
Relating to cemeteries in certain municipalities and counties.,House,2022-11-22,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00783I.HTM
Relating to the administration of the homeless housing and services program by the Texas Department of Housing and Community Affairs.,House,2022-11-22,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00780I.HTM
Relating to required provision of workers' compensation insurance coverage for employees of building and construction contractors and subcontractors.,House,2022-11-21,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00778I.HTM
Relating to prohibiting certain releases of a student to the student's parent after school-initiated communication by a school district or open-enrollment charter school.,House,2022-11-19,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00773I.HTM
Relating to the punishment for the offense of driving while license invalid.,House,2022-11-19,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00769I.HTM
Relating to the computation of the tax imposed on the sale of certain motor vehicles.,House,2022-11-18,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00747I.HTM
Relating to the procedure for certain complaints against health care practitioners.,House,2022-11-17,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00724I.HTM
Relating to warning labels for opioid prescription drugs.,House,2022-11-29,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00816I.HTM
Proposing a constitutional amendment requiring this state to observe daylight saving time year-round.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00022I.HTM
Authorizing the State Preservation Board to approve and permit the construction of a monument at the state Capitol Complex honoring the victims of mass shootings.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HC00005I.HTM
Proposing a constitutional amendment to authorize the legislature to limit the maximum appraised value of real property for ad valorem tax purposes.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00018I.HTM
Congratulating Shelley Jeoffroy of Otis Brown Elementary School in Irving ISD on being named the 2023 Texas Teacher of the Year by the Texas Association of School Administrators.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00011I.HTM
Proposing a constitutional amendment to provide for an exemption from ad valorem taxation by certain political subdivisions of a portion of the market value of the residence homestead of the parent or guardian of a person who is disabled and who resides with the parent or guardian.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00043I.HTM
Proposing a constitutional amendment requiring elections on proposed amendments to the Texas Constitution to be held in November of even-numbered years.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00031I.HTM
Proposing a constitutional amendment to limit the time that a person may serve as a member of the Texas Legislature or as a statewide elected officer in the executive branch.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00034I.HTM
Relating to the removal of restrictions on funding and payment of costs for certain full-time online educational programs; authorizing a fee.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00710I.HTM
Proposing a constitutional amendment requiring the state to expand eligibility for Medicaid to certain persons under the federal Patient Protection and Affordable Care Act.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00017I.HTM
Relating to the establishment of a limitation on the total amount of ad valorem taxes that certain taxing units may impose on the residence homesteads of individuals who are disabled or elderly and their surviving spouses.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00707I.HTM
Proposing a constitutional amendment to authorize the legislature to establish a lower limit on the maximum appraised value of residence homesteads for ad valorem tax purposes and to establish a limit on the value of single-family residences other than residence homesteads for those purposes.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00006I.HTM
Relating to certain contract provisions and conduct affecting health care provider networks.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00711I.HTM
"Proposing a constitutional amendment authorizing legislative action at any time during a regular session of the legislature on a bill that extends the existence of an agency, commission, or advisory committee following legislative review.",House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00012I.HTM
Relating to the conduct of primary elections.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00702I.HTM
Proposing a constitutional amendment authorizing the legislature to exempt from ad valorem taxation the total assessed value of the residence homestead of an unpaid caregiver of an individual who is eligible to receive long-term services and supports under the Medicaid program while the individual is on a waiting list for the services and supports.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00016I.HTM
Relating to the proprietary purchases process for state agencies.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00713I.HTM
"Proposing a constitutional amendment to authorize the legislature to exclude from the market value of real property for ad valorem tax purposes the value of any improvement, or any feature incorporated in an improvement, made to the property if the primary purpose of the improvement or feature is compliance with the requirements of standards that address accessible design of buildings or other facilities.",House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00042I.HTM
Relating to the eligibility of certain persons younger than 18 years of age to preregister to vote.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00704I.HTM
Proposing a constitutional amendment authorizing the legislature to limit the total amount of ad valorem taxes that a school district may impose on the residence homestead of an individual and the surviving spouse of the individual if the individual qualifies the property as the individual's residence homestead for 15 consecutive tax years and the school taxes on the property increase by at least 120 percent during that period.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00019I.HTM
In memory of Dr. Robert N. Barnes of Temple.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00010I.HTM
Proposing a constitutional amendment to require the legislature to appropriate funds to state institutions of higher education to fund certain education programs for veterans.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00024I.HTM
Congratulating the Houston Astros on winning the 2022 World Series.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00006I.HTM
Relating to electronic submission of an application for an early voting ballot by mail.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00701I.HTM
Designating Celina as the Halloween Capital of North Texas for a 10-year period beginning in 2023.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HC00009I.HTM
Proposing a constitutional amendment establishing a limitation on the total amount of ad valorem taxes that certain political subdivisions may impose on the residence homesteads of persons who are disabled or elderly and their surviving spouses.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00021I.HTM
Proposing a constitutional amendment to exempt from ad valorem taxation the total market value of the residence homesteads of certain elderly persons and their surviving spouses.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00013I.HTM
Proposing a constitutional amendment to authorize the legislature to limit the maximum appraised value of real property for ad valorem tax purposes to 103.5 percent or more of the appraised value of the property for the preceding tax year.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00010I.HTM
Proposing a constitutional amendment repealing the provision that subjects land designated for agricultural use to an additional tax when the land is diverted to a purpose other than agricultural use or sold.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00028I.HTM
Relating to state agency and local government security incident procedures.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00712I.HTM
Designating Mineral Wells as the official Wellness Capital of Texas for a 10-year period beginning in 2023.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HC00004I.HTM
Proposing a constitutional amendment authorizing the legislature to provide for an exemption from ad valorem taxation by a political subdivision other than a school district of a portion of the assessed value of a residence homestead based on the average assessed value in the preceding tax year of all qualified residence homesteads that are located in the same county as the homestead.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00023I.HTM
Proposing a constitutional amendment regarding the dedication by general law of money received by this state and money held in or deposited to an account or fund inside or outside the state treasury and the authorized expenditure or appropriation of money dedicated by general law.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00041I.HTM
Proposing a constitutional amendment providing honesty in state taxation.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00040I.HTM
"Relating to the repeal of the authority of a commanding officer of the state militia to prohibit the sale or exchange of arms, ammunition, or explosives.",House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00716I.HTM
Proposing a constitutional amendment relating to the determination of a quorum of the senate or house of representatives.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00008I.HTM
Relating to unlawful employment practices with respect to compensation and wage history.,House,2022-11-17,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00723I.HTM
Relating to prohibiting certain discrimination based on sexual orientation or gender identity or expression.,House,2022-11-17,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00725I.HTM
Urging the U.S. Congress to propose and submit to the states for ratification a federal balanced budget amendment to the U.S. Constitution.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HC00007I.HTM
Relating to the issuance of temporary tags and license plates by a motor vehicle dealer.,House,2022-11-17,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00718I.HTM
Relating to a defendant's discharge of fines and costs through community service.,House,2022-11-17,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00734I.HTM
Relating to fire escape exemptions for certain courthouses.,House,2022-11-17,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00717I.HTM
Relating to provisions applicable to affordable housing located in a reinvestment zone in certain areas of the state; authorizing a fee.,House,2022-11-17,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00739I.HTM
"Relating to the prosecution of the criminal offenses of gambling, keeping a gambling place, and possession of a gambling device, equipment, or paraphernalia.",House,2022-11-17,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00732I.HTM
Proposing a constitutional amendment establishing the rights of parents to direct the upbringing of their children.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00038I.HTM
Proposing a constitutional amendment establishing a limitation on the total amount of ad valorem taxes that certain political subdivisions may impose on the residence homesteads of persons who are disabled or elderly and their surviving spouses.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00030I.HTM
Relating to the minimum wage.,House,2022-11-17,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00737I.HTM
Proposing a constitutional amendment to repeal the mandatory age of retirement for state justices and judges.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00039I.HTM
Relating to the prosecution of the offense of cruelty to nonlivestock animals.,House,2022-11-17,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00736I.HTM
Proposing a constitutional amendment authorizing the legislature to exempt from ad valorem taxation tangible personal property consisting of animal feed held by the owner of the property for sale at retail.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00047I.HTM
Proposing a constitutional amendment establishing a limitation on the total amount of ad valorem taxes that certain political subdivisions may impose on the residence homesteads of persons who are disabled or elderly and their surviving spouses.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00049I.HTM
Relating to the statewide intellectual and developmental disability coordinating council.,House,2022-11-17,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00729I.HTM
Relating to tuition and fee exemptions at public institutions of higher education for certain county jailers and law enforcement telecommunicators.,House,2022-11-17,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00742I.HTM
"Proposing a constitutional amendment authorizing a local option exemption from ad valorem taxation by a county of a portion of the value of the residence homestead of a physician who provides health care services for which the physician agrees not to seek payment from any source, including the Medicaid program or otherwise from this state or the federal government, to county residents who are indigent or who are Medicaid recipients.",House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00045I.HTM
Relating to the rate at which interest accrues in connection with the deferral or abatement of the collection of ad valorem taxes on certain residence homesteads.,House,2022-11-17,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00721I.HTM
Relating to procedures and standards for certain investigations and suits affecting the parent child relationship.,House,2022-11-17,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00730I.HTM
Relating to the examination fee imposed by the attorney general for the examination of a record of proceedings for the issuance of public securities and the uses of revenue from that fee; increasing a fee.,House,2022-11-17,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00719I.HTM
Relating to the criteria for court-ordered inpatient and extended inpatient mental health services.,House,2022-11-17,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00726I.HTM
Proposing a constitutional amendment requiring the governor to call the legislature into special session on petition of at least two-thirds of the members of each house of the legislature.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00032I.HTM
Proposing a constitutional amendment protecting private schools from state and local regulation.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00037I.HTM
Proposing a constitutional amendment concerning the right to repurchase real property acquired through eminent domain.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00026I.HTM
Proposing a constitutional amendment to authorize the legislature to exempt from ad valorem taxation the portion of the assessed value of a person's property that is attributable to the installation in or on the property of a rainwater harvesting or graywater system.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00025I.HTM
Relating to a requirement that school districts and open-enrollment charter schools use metal detectors on each campus.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00706I.HTM
Proposing a constitutional amendment authorizing legislative action at any time during a regular session of the legislature.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00046I.HTM
