Description,Chamber,Created date,Energy Policy Index,URL
"Recognizing February 15, 2023, as Houston East End Chamber of Commerce East End Day.",Senate,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SR00161F.HTM
"Relating to court administration, including the knowledge, efficiency, training, and transparency requirements for candidates for or holders of judicial offices.",House,2023-02-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02384I.HTM
Relating to employee caseload limit goals for child and adult protective services and child-care licensing services and call processing goals for certain of those services.,House,2023-02-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02359I.HTM
Relating to the creation of a limited term driver's license; authorizing fees.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00101I.HTM
Relating to the creation of the Texas Teacher Residency Partnership Program and a residency partnership allotment under the Foundation School Program.,House,2023-02-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02358I.HTM
Relating to an application for the establishment of a new open-enrollment charter school campus or site.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00090I.HTM
Relating to a paid parental leave policy at public schools and an allotment under the Foundation School Program for the cost of providing paid parental leave under that policy.,Senate,2023-01-04,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00350I.HTM
Relating to the expansion of eligibility for Medicaid to certain individuals under the federal Patient Protection and Affordable Care Act.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00072I.HTM
Relating to affirmative defenses to prosecution for certain offenses involving material or conduct that is obscene or otherwise harmful to children.,Senate,2023-01-13,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00437I.HTM
Relating to participation in the countywide polling place program.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00117I.HTM
Relating to the effective date of retirement for certain members of the Teacher Retirement System of Texas.,House,2023-02-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02340I.HTM
Relating to qualifications and registration of certain voters convicted of a felony.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00210I.HTM
Proposing a constitutional amendment to remove the governor's  line-item veto authority.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SJ00011I.HTM
Proposing a constitutional amendment to authorize the legislature to set a lower limit on the maximum appraised value of a residence homestead for ad valorem taxation.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SJ00018I.HTM
Recognizing Jack Robinson on the occasion of his retirement.,Senate,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SR00170F.HTM
Relating to the establishment of a grant program to provide additional resources for public school students with disabilities.,Senate,2023-01-13,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00445I.HTM
Proposing a constitutional amendment abolishing daylight saving time in Texas.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SJ00009I.HTM
Relating to defenses to prosecution for certain criminal offenses involving material or conduct that may be obscene or is otherwise harmful to children.,Senate,2023-01-13,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00395I.HTM
Relating to the timely reporting of criminal case dispositions to the Department of Public Safety and to the allocation of certain grant money.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00171I.HTM
Relating to the repeal of the authority to exclude certain students without certain required immunizations from attending public school in times of emergency or epidemic.,Senate,2023-01-13,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00390I.HTM
"Relating to the use, possession, delivery, or manufacture of testing equipment that identifies the presence of fentanyl, alpha-methylfentanyl, or any other derivative or controlled substance analogue of fentanyl.",Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00086I.HTM
Relating to the required inclusion of a person's sex on a birth certificate and prohibited change of sex on the birth certificate of certain minors.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00162I.HTM
Relating to the applicability of the mixed beverage gross receipts tax and the mixed beverage sales tax to items sold by certain nonprofit entity temporary event permittees.,Senate,2022-12-30,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00341I.HTM
Relating to a franchise tax credit for a taxable entity that assists an employee in obtaining a high school diploma or high school equivalency certificate.,House,2023-02-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02344I.HTM
Relating to the determination of compensation and reporting requirements for the franchise tax.,Senate,2023-02-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00953I.HTM
Relating to the prohibition on posting on the Internet information held by an appraisal district regarding certain residential property.,Senate,2023-01-04,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00348I.HTM
Relating to requiring a voter to present proof of identification.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00116I.HTM
Relating to the procedure for certain complaints against health care practitioners.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00161I.HTM
Relating to reimbursement rates for child-care providers participating in the Texas Rising Star Program.,Senate,2023-01-05,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00353I.HTM
Relating to a franchise or insurance premium tax credit for certain housing developments.,Senate,2022-12-22,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00325I.HTM
Relating to the designation of a portion of United States Highway 59 in Harris County as the Deputy Sheriff Darren Almendarez Memorial Highway.,Senate,2023-02-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00957I.HTM
Relating to the eligibility of a relative or other designated caregiver of a foster child for monetary assistance.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00107I.HTM
Relating to the repeal of certain laws prohibiting abortion and the construction of abortion laws imposing penalties or liability on pregnant individuals.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00079I.HTM
Relating to adjustments to certain benefits paid by the Teacher Retirement System of Texas.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00033I.HTM
Relating to the confidentiality of certain personal information of an applicant for or a person protected by a protective order.,House,2023-02-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02360I.HTM
Relating to the expansion of eligibility for Medicaid to certain individuals under the federal Patient Protection and Affordable Care Act.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00071I.HTM
Relating to the display of the national motto and the founding documents of the United States in public schools and the inclusion of an elective course on the founding principles of the United States in the curriculum for public high school students.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00164I.HTM
Relating to parental rights in public education and to audits of school district curricula by the Texas Education Agency.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00165I.HTM
Relating to eligibility for supplemental nutrition assistance program benefits.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00075I.HTM
Relating to renewal of an appointment as a volunteer deputy registrar.,House,2023-02-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02351I.HTM
Relating to meetings of the Family and Protective Services Council held using certain telecommunication devices.,Senate,2022-12-22,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00335I.HTM
Relating to the use of preferential voting in certain elections.,Senate,2023-01-06,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00359I.HTM
Relating to confirmation of a voter's residence by a voter registrar.,Senate,2022-12-02,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00260I.HTM
Relating to the use of community health workers in Medicaid managed care.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00074I.HTM
Relating to the transfer of authority regarding the review and resolution of complaints against the Department of Family and Protective Services to the Health and Human Services Commission's office of inspector general.,House,2023-02-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02375I.HTM
Relating to the scope and publication of certain actions by the governor during a state of disaster.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00097I.HTM
"Recognizing May 4, 2023, as National Day of Prayer in Texas.",House,2023-02-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00245I.HTM
Relating to the authority of a county or municipality to require removal of graffiti from private property.,Senate,2023-01-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00368I.HTM
"Relating to the renewal, expiration, and suspension of driver's licenses; increasing a fee.",Senate,2022-12-08,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00270I.HTM
Calling on the federal government to conduct an unbiased and comprehensive investigation of the origins of the SARS-CoV-2 virus.,House,2023-01-19,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HC00028I.HTM
"Relating to a study on the side effects, adverse reactions, including death, and the effectiveness of vaccines against the SARS-CoV-2 virus (COVID-19) or its variants.",Senate,2023-01-13,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00403I.HTM
Relating to the sale of distilled spirits to ultimate consumers by the holder of a distiller's and rectifier's permit.,House,2023-02-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02349I.HTM
Relating to paid leave by certain state employees for the birth or adoption of a child.,Senate,2023-02-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00966I.HTM
Relating to the prohibited discharge of a patient to certain unlicensed or unpermitted group-centered facilities.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00186I.HTM
Relating to the authority of a water or sewer utility to consolidate more than one system under a single tariff.,House,2023-02-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02373I.HTM
Relating to the permissible uses of the school safety allotment and the creation of a mental health allotment under the Foundation School Program.,Senate,2023-02-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00948I.HTM
Relating to supplemental instruction provided for public school students who fail to achieve satisfactory performance on certain assessment instruments.,House,2023-02-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02386I.HTM
Relating to extreme risk protective orders; creating criminal offenses.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00144I.HTM
Relating to persons authorized to conduct a marriage ceremony.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00235I.HTM
Relating to wages and employment benefits.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00130I.HTM
"Relating to a notification requirement if a public school, including an open-enrollment charter school, does not have a nurse assigned to the school during all instructional hours.",Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00193I.HTM
Relating to the eligibility of certain persons younger than 18 years of age to preregister to vote.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00094I.HTM
Relating to the deadline for hiring or rejecting applicants for state job vacancies.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00132I.HTM
Relating to certain prohibited transactions between an open-enrollment charter school and an abortion provider or affiliate of the provider.,Senate,2023-02-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00959I.HTM
Relating to the acquisition or attempted acquisition of a firearm by a person prohibited from possessing a firearm; creating a criminal offense.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00168I.HTM
Relating to electronic voter registration.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00126I.HTM
Relating to the installation by the Texas Department of Transportation of highway signs for certain cultural attractions.,House,2023-02-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02348I.HTM
Relating to establishment of a shared savings program for certain managed care plans.,Senate,2023-01-06,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00358I.HTM
Relating to the provision of and professional liability insurance coverage for gender transitioning or gender reassignment medical procedures and treatments for certain children.,Senate,2022-11-29,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00250I.HTM
Relating to the creation and elimination of certain state holidays.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00091I.HTM
Relating to the prohibition on lobbying by certain elected officers.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00215I.HTM
Relating to the use of hotel occupancy tax revenue by certain municipalities.,House,2023-02-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02353I.HTM
Relating to the establishment of a registry for and requiring the registration of certain unmanned teller machines; imposing a fee; providing a civil penalty.,Senate,2022-12-28,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00337I.HTM
Relating to appellate jurisdiction of the Public Utility Commission regarding certain water or sewer utility fees.,Senate,2022-12-20,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00317I.HTM
Relating to the authority of certain military service members to engage in a business or occupation in this state.,Senate,2023-01-13,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00422I.HTM
Relating to the components of a school district's enrichment tax rate and the calculation of the guaranteed yield under the Foundation School Program.,House,2023-02-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02377I.HTM
Relating to the service credit used in calculating longevity pay for certain judges and prosecutors.,Senate,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00277I.HTM
Relating to county and municipal housing authority pet policies.,Senate,2023-01-04,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00349I.HTM
Relating to the Medicaid eligibility of certain women after a pregnancy.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00134I.HTM
Relating to the definition of trafficking for purposes of the offense of trafficking of persons.,Senate,2023-01-13,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00416I.HTM
Relating to the carrying of handguns on the campuses of and certain other locations associated with institutions of higher education.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00205I.HTM
Relating to the prosecution of a capital murder committed against a peace officer or fireman.,Senate,2023-01-13,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00386I.HTM
Relating to the authority of the governor and the legislature regarding renewal of certain declared states of disaster.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00099I.HTM
Relating to the creation of the Uvalde Victims' Compensation Fund.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00146I.HTM
Relating to an exemption from the plumbing licensing law for plumbing work performed on certain private property.,House,2023-02-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02334I.HTM
Relating to compliance programs at public institutions of higher education.,Senate,2022-12-28,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00336I.HTM
Relating to the expunction of all records and files related to arrests for certain decriminalized misdemeanor offenses.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00084I.HTM
Relating to the disposition of burial spaces and abandoned plots in certain cemeteries in the possession and control of a municipality.,House,2023-02-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02371I.HTM
Relating to the award of diligent participation credit to defendants confined in a state jail felony facility.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00085I.HTM
Relating to the regulation of residential amenity rentals by a political subdivision; authorizing a fee; authorizing a civil penalty.,House,2023-02-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02367I.HTM
Relating to a special education liaison program and the provision of certain special education services at public school districts.,Senate,2023-01-13,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00448I.HTM
Relating to the availability of paper ballots for a person voting by personal appearance.,Senate,2023-01-13,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00396I.HTM
Relating to certain proceedings or procedures involving the disposition of certain contraband or abandoned or unclaimed property.,Senate,2022-12-15,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00285I.HTM
Relating to the carrying of concealed handguns by handgun license holders on the campus of a school district or open-enrollment charter school.,Senate,2023-01-05,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00354I.HTM
Relating to the repeal of statutes regarding the criminality or unacceptability of homosexual conduct and to the recognition of certain same-sex relationship statuses.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00111I.HTM
Relating to the authority of a municipality or a property owners' association to regulate the raising or keeping of chickens.,Senate,2022-12-22,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00326I.HTM
Relating to public meetings held by the Texas Commission on Environmental Quality on the permitting of wastewater treatment facilities.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00223I.HTM
Relating to the voter registration of naturalized United States citizens.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00119I.HTM
Relating to notice of the health of children attending a child-care facility.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00077I.HTM
Relating to meetings of the board of directors of a municipal utility district.,Senate,2023-02-15,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00917I.HTM
Relating to the creation of a bulk ammunition database.,Senate,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00911I.HTM
Relating to filing death benefits claims under the workers' compensation system.,House,2023-02-15,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02314I.HTM
Relating to the use of blockchain technology for financing statements and related records filed with the secretary of state.,Senate,2023-02-15,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00925I.HTM
Relating to the authority of certain municipalities to use certain tax revenue for hotel and convention center projects and other qualified projects.,House,2023-02-15,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02321I.HTM
Relating to the requirements for the purchase of ammunition; creating an offense.,Senate,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00914I.HTM
"Relating to the employment of certain peace officers, detention officers, county jailers, or firefighters who are injured in the course and scope of duty.",House,2023-02-15,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02316I.HTM
Relating to the training of and the provision of acupuncture services by an acudetox specialist.,Senate,2023-02-15,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00919I.HTM
Relating to certain presumptions applicable to claims for benefits for certain public safety employees.,House,2023-02-15,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02315I.HTM
Relating to certain agreements with collective bargaining organizations related to certain publicly funded public work contracts.,Senate,2023-02-15,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00936I.HTM
Relating to the determination of a majority vote in certain elections.,Senate,2023-02-15,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00921I.HTM
Relating to the use of hotel occupancy tax revenue by certain municipalities and counties and the authority of certain municipalities to receive certain tax revenue derived from a hotel and convention center project and to pledge certain tax revenue for the payment of obligations related to the project.,Senate,2023-02-15,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00940I.HTM
Relating to the admission to public schools of children unlawfully present in the United States and the eligibility of those children for the benefits of the available school fund and Foundation School Program.,Senate,2023-02-15,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00923I.HTM
Relating to legislative leave for certain peace officers commissioned by the Parks and Wildlife Department.,Senate,2023-02-15,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00922I.HTM
Relating to the establishment of an organized retail theft task force.,House,2023-02-03,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01826I.HTM
Relating to requests to a municipality for production or certification of a record in certain civil actions; authorizing a fee.,House,2023-02-15,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02331I.HTM
Relating to exceptions to certain laws prohibiting abortion.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00123I.HTM
Relating to the cessation of tolls by toll project entities in certain circumstances.,House,2023-02-15,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02325I.HTM
Relating to the retention by a managed care organization of certain money recovered as a result of a fraud or abuse investigation under Medicaid or the child health plan program.,Senate,2023-02-15,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00935I.HTM
Relating to taking a blood specimen from the body of a deceased person during an inquest.,House,2023-02-15,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02326I.HTM
Relating to certain benefits paid by the Employees Retirement System of Texas.,House,2022-12-01,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00830I.HTM
Relating to annually adjusting for inflation the maximum amount of a motor vehicle excluded in determining eligibility for the supplemental nutrition assistance program.,House,2023-01-12,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01287I.HTM
"Recognizing March 27, 2023, as HIV Advocacy Day at the State Capitol.",House,2023-02-15,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00243I.HTM
Relating to the medical release of certain terminally ill defendants.,House,2023-02-15,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02328I.HTM
In memory of Terence James Fitzwater.,Senate,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SR00164F.HTM
Relating to the criminal penalties for certain controlled substance offenses; increasing a criminal penalty.,House,2023-02-15,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02330I.HTM
Relating to the adoption and voidability of certain rules proposed by a state agency.,Senate,2023-02-15,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00918I.HTM
In memory of Andrew Wesley Jefferies of Galveston.,House,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00239I.HTM
Relating to requiring a person convicted of an offense involving family violence or a person who is the subject of a family violence protective order to surrender firearms owned by the person.,House,2022-11-17,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00735I.HTM
Relating to a sales and use tax exemption for certain feminine hygiene products.,House,2023-02-15,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02320I.HTM
Relating to peace officer liability for an improper response to a mass casualty event.,House,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02311I.HTM
In memory of Mava Jo Turner of Anahuac.,House,2023-02-15,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00240I.HTM
Relating to the eligibility of certain officers of a political subdivision authorized to impose a tax or issue bonds to hold at the same time certain other offices.,Senate,2023-02-15,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00934I.HTM
Relating to required findings for the issuance of a protective order.,House,2023-01-19,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01432I.HTM
Relating to eligibility for tuition and fee exemptions at public institutions of higher education for certain students who were under the conservatorship of the Department of Family and Protective Services.,Senate,2023-02-15,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00937I.HTM
Relating to written notification provided by drug manufacturers regarding the cause of generic insulin prescription drug unavailability.,Senate,2022-11-17,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00241I.HTM
Relating to local regulation to enforce child custody orders; authorizing a civil penalty.,Senate,2023-01-13,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00431I.HTM
"Relating to the availability of the defense to prosecution for certain offenses involving possession of small amounts of controlled substances, marihuana, dangerous drugs, or abusable volatile chemicals, or possession of drug paraphernalia for defendants seeking assistance for a suspected overdose.",House,2023-02-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02387I.HTM
Relating to the publication of opinions by a court.,Senate,2023-02-15,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00930I.HTM
Commending Dr. Francis H. Wright Jr. for his service as the presiding officer of the Chronic Kidney Disease Task Force.,House,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00236F.HTM
"Relating to exempting textbooks purchased, used, or consumed by university and college students from sales and use taxes for limited periods.",Senate,2022-12-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00278I.HTM
Relating to maintenance and production of electronic public information under the public information law.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00045I.HTM
Relating to certain notice and filing requirements in court proceedings involving persons with mental illness.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00064I.HTM
Relating to the determination of an ad valorem tax protest or appeal on the ground of the unequal appraisal of property on the basis of the appraised value of the property relative to the median appraised value of a reasonable number of comparable properties.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00102I.HTM
Relating to a prohibition on the enactment of a law imposing an occupation tax on certain entities that enter into transactions conveying securities or imposing a tax on certain securities transactions.,Senate,2022-12-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00266I.HTM
Relating to the provision of an abortion-inducing drug.,Senate,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00078I.HTM
Relating to a franchise tax credit for a taxable entity that participates in the federal electronic verification of employment authorization program.,Senate,2023-01-05,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00356I.HTM
Relating to the retention by a managed care organization of certain money recovered as a result of a fraud or abuse investigation under Medicaid or the child health plan program.,House,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02307I.HTM
Relating to the use of hotel occupancy tax revenue by certain municipalities and counties and the authority of certain municipalities to receive certain tax revenue derived from a hotel and convention center project and to pledge certain tax revenue for the payment of obligations related to the project.,House,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02282I.HTM
Commemorating the 150th anniversary of the Bolivar Point Lighthouse.,House,2023-02-06,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00151F.HTM
Commemorating the dedication of a water tower in the San Leon Municipal Utility District in honor of the late Joseph Lynn Manchaca.,House,2023-02-03,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00135F.HTM
Congratulating Averie Bishop of The Colony on her selection as Miss Texas 2022.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00217F.HTM
Congratulating Ambassador Esteban Moctezuma Barragán on being named the 2023 Señor Internacional by LULAC Council No. 12 in Laredo.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00172F.HTM
"Recognizing February 14, 2023, as Jacksonville Leadership Day at the State Capitol.",House,2023-02-06,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00161F.HTM
"Recognizing February 14, 2023, as Cedar Creek Lake Day at the State Capitol.",House,2023-02-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00212F.HTM
"Granting permission for the use of the chamber of the Texas House of Representatives by Skills USA on February 20, 2023.",House,2023-01-25,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00082F.HTM
Relating to liability insurance for firearm ownership.,Senate,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00913I.HTM
Relating to certain construction defect litigation.,House,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02310I.HTM
Relating to information provided to a survivor of sexual assault at a health care facility that is not a SAFE-ready facility.,House,2023-02-15,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02322I.HTM
Relating to honey production operations and the harvesting and packaging of honey and honeycomb.,House,2023-02-15,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02329I.HTM
Relating to the procedure for closing a polling place.,Senate,2023-02-15,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00915I.HTM
